rank,artist,track,label,sp_peak,sp_last_week,sp_woc,streams,date
71,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,146,103,3013939,1/4/2024
72,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,143,69,3000663,1/4/2024
73,Zach Bryan,Oklahoma Smokeshow,Warner Records,73,152,25,2996009,1/4/2024
74,PARTYNEXTDOOR,Break from Toronto,OVO Sound,72,144,44,2982510,1/4/2024
75,Flo Milli,Never Lose Me,'94 Sounds/RCA Records,75,-1,1,2942994,1/4/2024
76,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,2,149,81,2913224,1/4/2024
77,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,153,159,2896272,1/4/2024
78,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,150,10,2889972,1/4/2024
79,Drake,You Broke My Heart,OVO/Republic,12,158,7,2872331,1/4/2024
80,Paul Russell,Lil Boo Thang,Arista Records,80,-1,1,2865501,1/4/2024
81,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",49,168,74,2824895,1/4/2024
82,Kali Uchis,Moonlight,Geffen Records,27,163,45,2809556,1/4/2024
83,The Red Clay Strays,Wondering Why,Red Clay Strays,83,151,5,2799180,1/4/2024
84,Harry Styles,As It Was,Columbia,1,-1,89,2776538,1/4/2024
85,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),Mercury Records/Republic Records,13,174,25,2775804,1/4/2024
86,"Jessie Murph, Jelly Roll",Wild Ones (feat. Jelly Roll),Columbia,86,169,13,2768140,1/4/2024
87,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,25,-1,64,2737161,1/4/2024
88,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,2,161,57,2732641,1/4/2024
89,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,176,79,2700566,1/4/2024
90,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,-1,155,2691534,1/4/2024
91,"Lil Wayne, Drake, Future",Love Me,CM/Republic,91,181,31,2691340,1/4/2024
92,Taylor Swift,Lover,Taylor Swift,1,192,58,2663112,1/4/2024
93,Lord Huron,The Night We Met,Play It Again Sam,48,167,89,2656553,1/4/2024
94,BigXthaPlug,Mmhmm,BigXthaPlug under exclusive license to UnitedMasters LLC,94,199,3,2649658,1/4/2024
95,Sabrina Carpenter,Nonsense,Island Records,15,-1,51,2624872,1/4/2024
96,"Peso Pluma, Junior H, Oscar Maydon",ROMPE LA DOMPE,2023 Double P Records,96,-1,1,2624479,1/4/2024
97,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,97,184,15,2619150,1/4/2024
98,Olivia Rodrigo,bad idea right?,Olivia Rodrigo PS,1,188,21,2614607,1/4/2024
99,"Zach Bryan, Maggie Rogers",Dawns (feat. Maggie Rogers),Warner Records,17,180,30,2585562,1/4/2024
100,Cigarettes After Sex,Apocalypse,Partisan Records,49,173,74,2584917,1/4/2024
101,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,194,268,2572366,1/4/2024
102,Sophie Ellis-Bextor,Murder On The Dancefloor,Polydor Records,102,-1,1,2566892,1/4/2024
103,TV Girl,Cigarettes out the Window,TV Girl,102,154,11,2561672,1/4/2024
104,Travis Scott,MY EYES,Cactus Jack/Epic,8,-1,10,2561438,1/4/2024
105,Chris Stapleton,You Should Probably Leave,Mercury Nashville,105,-1,28,2552603,1/4/2024
106,Taylor Swift,cardigan,Taylor Swift,1,190,66,2530815,1/4/2024
107,Arctic Monkeys,505,Domino Recording Co,18,185,155,2515635,1/4/2024
108,Brent Faiyaz,Clouded,Lost Kids,39,186,64,2499482,1/4/2024
109,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,2,-1,37,2495222,1/4/2024
110,Taylor Swift,Karma,Taylor Swift,5,-1,57,2493113,1/4/2024
111,Chris Stapleton,White Horse,Mercury Nashville,45,-1,9,2488013,1/4/2024
112,Vance Joy,Riptide,F-Stop Records/Atlantic,95,-1,41,2463184,1/4/2024
113,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,197,141,2459724,1/4/2024
114,Zach Bryan,"Burn, Burn, Burn",Warner Records,68,198,21,2457063,1/4/2024
115,"Peso Pluma, Tito Double P",LA PEOPLE,Double P Records,115,164,8,2455766,1/4/2024
116,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,3,-1,23,2453425,1/4/2024
117,Laufey,From The Start,Laufey,45,-1,24,2441347,1/4/2024
118,Miley Cyrus,Party In The U.S.A.,Hollywood Records,44,-1,38,2423601,1/4/2024
119,Kanye West,I Wonder,Roc-A-Fella,57,183,41,2415165,1/4/2024
120,The Weeknd,The Hills,Universal Republic Records,27,-1,118,2409002,1/4/2024
121,"Travis Scott, Drake",MELTDOWN (feat. Drake),Cactus Jack/Epic,1,195,23,2394525,1/4/2024
122,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,-1,122,2386754,1/4/2024
123,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,92,-1,135,2382769,1/4/2024
124,Jung Kook,Standing Next to You,BIGHIT MUSIC,19,-1,8,2380611,1/4/2024
125,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,-1,205,2376054,1/4/2024
126,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,1,189,57,2361358,1/4/2024
127,Bryson Tiller,Don't,TrapSoul/RCA Records,82,-1,115,2358469,1/4/2024
128,Bailey Zimmerman,Rock and A Hard Place,Warner Music Nashville/Elektra,26,-1,79,2357714,1/4/2024
129,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,-1,56,2354661,1/4/2024
130,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,-1,126,2346677,1/4/2024
131,Foo Fighters,Everlong,RCA Records Label,60,-1,73,2339535,1/4/2024
132,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,20,-1,49,2335194,1/4/2024
133,Tate McRae,run for the hills,RCA Records Label,48,187,4,2332491,1/4/2024
134,Miley Cyrus,Flowers,Columbia,1,-1,42,2330259,1/4/2024
135,"Nicki Minaj, Drake",Needle (feat. Drake),Republic Records,26,156,4,2324670,1/4/2024
136,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),Shady/Aftermath/Interscope Records,2,170,102,2323617,1/4/2024
137,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,-1,64,2319472,1/4/2024
138,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,-1,115,2310179,1/4/2024
139,PinkPantheress,Pain,Parlophone UK,48,-1,32,2307348,1/4/2024
140,Bailey Zimmerman,Religiously,Warner Music Nashville/Elektra,23,-1,27,2300931,1/4/2024
141,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,-1,163,2285007,1/4/2024
142,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,1,-1,43,2266657,1/4/2024
143,Zach Bryan,Tourniquet,Warner Records,10,-1,15,2264455,1/4/2024
144,Lil Baby,Freestyle,Quality Control Music (Caroline),46,-1,78,2263526,1/4/2024
145,Taylor Swift,august,Taylor Swift,6,-1,56,2263324,1/4/2024
146,"Travis Scott, SZA, Future",TELEKINESIS (feat. SZA & Future),Cactus Jack/Epic,13,-1,22,2257420,1/4/2024
147,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,1,-1,59,2250398,1/4/2024
148,The Walters,I Love You So,Warner Records,9,-1,70,2243911,1/4/2024
149,Morgan Wallen,Whiskey Glasses,Big Loud,43,-1,237,2236479,1/4/2024
150,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,13,-1,82,2233229,1/4/2024
151,JVKE,golden hour,JVKE,8,-1,69,2228506,1/4/2024
152,Zach Bryan,Sun to Me,Warner Records,51,-1,38,2227703,1/4/2024
153,The Weeknd,Blinding Lights,Republic Records,1,-1,181,2227291,1/4/2024
154,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,-1,266,2223474,1/4/2024
155,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,108,-1,8,2222827,1/4/2024
156,Drake,Virginia Beach,OVO/Republic,3,-1,12,2221443,1/4/2024
157,HARDY,TRUCK BED,Big Loud,125,-1,17,2218029,1/4/2024
158,Frank Ocean,Novacane,Red Zone Entertainment / IDJ,90,-1,28,2216406,1/4/2024
159,Baby Keem,ORANGE SODA,Baby Keem LLC,54,-1,75,2215651,1/4/2024
160,Beach House,Space Song,Bella Union,47,-1,118,2209432,1/4/2024
161,Keyshia Cole,Love,A&M (UC),150,-1,3,2209401,1/4/2024
162,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,3,-1,9,2199398,1/4/2024
163,310babii,soak city (do it),HIGH IQ / EMPIRE,163,-1,1,2197347,1/4/2024
164,Steve Lacy,Bad Habit,L-M Records/RCA Records,1,-1,77,2190121,1/4/2024
165,Dua Lipa,Houdini,Warner Records,18,-1,5,2183394,1/4/2024
166,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),49,-1,75,2179382,1/4/2024
167,Travis Scott,goosebumps,Cactus Jack / Epic,8,-1,275,2176529,1/4/2024
168,J. Cole,Work Out,Roc Nation LLC,101,-1,68,2176463,1/4/2024
169,Olivia Rodrigo,get him back!,Olivia Rodrigo PS,4,-1,12,2148675,1/4/2024
170,Hozier,Take Me To Church,Universal-Island Records Ltd.,141,-1,19,2137987,1/4/2024
171,Warren Zeiders,Pretty Little Poison,Warner Records,171,-1,1,2132103,1/4/2024
172,Future,Solo,Epic/Freebandz/A1,123,-1,21,2125793,1/4/2024
173,Tyler Childers,All Your'n,Hickman Holler Records/RCA Records,115,-1,39,2122842,1/4/2024
174,Eyedress,Jealous,Lex Records,164,-1,20,2118448,1/4/2024
175,Glass Animals,Heat Waves,Polydor Records,1,-1,150,2117651,1/4/2024
176,Lil Uzi Vert,Just Wanna Rock,Generation Now/Atlantic,5,-1,55,2116987,1/4/2024
177,TV Girl,Blue Hair,TV Girl,94,-1,19,2114293,1/4/2024
178,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,-1,85,2104890,1/4/2024
179,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,1,-1,123,2097449,1/4/2024
180,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,-1,69,2084092,1/4/2024
181,Zach Bryan,Revival,Warner Records,124,-1,14,2079807,1/4/2024
182,Chief Keef,Love Sosa,UMGRI Interscope,44,-1,59,2077608,1/4/2024
183,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,32,-1,4,2076635,1/4/2024
184,"Nelly Furtado, Timbaland",Promiscuous,Mosley / Geffen,142,-1,8,2072940,1/4/2024
185,Steve Lacy,Infrunami,L-M Records,109,-1,24,2067568,1/4/2024
186,Frank Ocean,Thinkin Bout You,Red Zone Entertainment / IDJ,186,-1,1,2062403,1/4/2024
187,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,-1,252,2061982,1/4/2024
188,Kanye West,Bound 2,Rock The World/IDJ/Kanye/LP6,20,-1,92,2056011,1/4/2024
189,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,10,-1,17,2055640,1/4/2024
190,"Yng Lvcas, Peso Pluma",La Bebe - Remix,WM Mexico,4,-1,35,2049682,1/4/2024
191,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,-1,168,2048236,1/4/2024
192,Childish Gambino,Les,Glassnote - VMG,167,-1,7,2041183,1/4/2024
193,Radiohead,Creep,XL Recordings,129,-1,16,2040104,1/4/2024
194,Junior H,Y LLORO,WEA Latina,101,-1,8,2039317,1/4/2024
195,Cody Johnson,The Painter,CoJo Music/Warner Music Nashville,168,-1,2,2039066,1/4/2024
196,Bruno Mars,Locked out of Heaven,Atlantic Records,122,-1,6,2035408,1/4/2024
197,"Morgan Wallen, Eric Church",Man Made A Bar (feat. Eric Church),Big Loud Records / Mercury Records / Republic Records,13,-1,12,2033325,1/4/2024
198,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,111,-1,23,2032700,1/4/2024
199,Lil Uzi Vert,XO Tour Llif3,Generation Now/Atlantic,2,-1,269,2029929,1/4/2024
200,"Xavi, Los Dareyes De La Sierra",Poco A Poco,Interscope Records,200,-1,1,2027993,1/4/2024
1,Jack Harlow,Lovin On Me,Generation Now/Atlantic,1,1,9,11164849,1/11/2024
2,Noah Kahan,Stick Season,Mercury Records/Republic Records,2,2,63,9553825,1/11/2024
3,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,3,20,8171013,1/11/2024
4,Mitski,My Love Mine All Mine,Dead Oceans,3,6,17,7608571,1/11/2024
5,Tate McRae,greedy,RCA Records Label,4,5,17,7283403,1/11/2024
6,Taylor Swift,Cruel Summer,Taylor Swift,2,4,61,6894712,1/11/2024
7,Xavi,La Diabla,Interscope Records,7,12,4,6692331,1/11/2024
8,Nicki Minaj,FTCU,Republic Records,7,7,5,6422333,1/11/2024
9,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,6,8,16,6002792,1/11/2024
10,SZA,Snooze,Top Dawg Entertainment/RCA Records,10,10,57,5815065,1/11/2024
11,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),Dreamville/Interscope,11,11,14,5682943,1/11/2024
12,Zach Bryan,Something in the Orange,Warner Records,4,13,90,5559288,1/11/2024
13,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,9,23,5483896,1/11/2024
14,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,1,14,14,5364865,1/11/2024
15,Lil Tecca,500lbs,Galactic Records/Lil Tecca,12,17,18,5194190,1/11/2024
16,Travis Scott,I KNOW ?,Cactus Jack/Epic,3,20,24,5150676,1/11/2024
17,Gunna,fukumean,300 Entertainment,1,15,30,4987343,1/11/2024
18,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,18,28,4934646,1/11/2024
19,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,22,132,4934306,1/11/2024
20,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),OVO/Republic,11,25,14,4900921,1/11/2024
21,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,16,50,4828944,1/11/2024
22,Xavi,La Víctima,Interscope Records,22,23,6,4807610,1/11/2024
23,"Drake, J. Cole",First Person Shooter (feat. J. Cole),OVO/Republic,2,19,14,4758184,1/11/2024
24,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,21,57,4650475,1/11/2024
25,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),XO / Republic Records,16,32,26,4635165,1/11/2024
26,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,24,11,4501535,1/11/2024
27,J. Cole,No Role Modelz,Roc Nation Records LLC,10,28,309,4471203,1/11/2024
28,Teddy Swims,Lose Control,Warner Records,28,37,9,4368973,1/11/2024
29,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,29,31,7,4361396,1/11/2024
30,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,6,38,26,4253236,1/11/2024
31,Sabrina Carpenter,Feather,Island Records,31,36,7,4252251,1/11/2024
32,Tyla,Water,FAX Records/Epic,23,26,15,4231751,1/11/2024
33,Frank Ocean,Pink + White,Boys Don't Cry,30,33,74,4188756,1/11/2024
34,Tate McRae,exes,RCA Records Label,16,30,8,4168073,1/11/2024
35,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,20,29,11,4115960,1/11/2024
36,"Nicki Minaj, Lil Uzi Vert",Everybody (feat. Lil Uzi Vert),Republic Records,27,27,5,4010798,1/11/2024
37,The Neighbourhood,Sweater Weather,Columbia,13,34,177,3990618,1/11/2024
38,TV Girl,Lovers Rock,TV Girl,38,40,60,3967845,1/11/2024
39,TV Girl,Not Allowed,TV Girl,39,47,35,3788382,1/11/2024
40,Flo Milli,Never Lose Me,'94 Sounds/RCA Records,40,75,2,3773215,1/11/2024
41,"Peso Pluma, Anitta",BELLAKEO,Double P Records,35,35,4,3720863,1/11/2024
42,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,43,45,3708688,1/11/2024
43,Sophie Ellis-Bextor,Murder On The Dancefloor,Polydor Records,43,102,2,3700992,1/11/2024
44,Kanye West,Heartless,Roc-A-Fella,40,48,119,3699083,1/11/2024
45,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,44,24,3671495,1/11/2024
46,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records,40,42,19,3619926,1/11/2024
47,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,53,71,3544130,1/11/2024
48,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Lions Gate Entertainment Inc. under exclusive license to Geffen Records,21,46,10,3529205,1/11/2024
49,Kenya Grace,Strangers,Warner Records/Major Recordings,17,41,18,3476094,1/11/2024
50,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,49,87,3434021,1/11/2024
51,Steve Lacy,Dark Red,Three Quarter,16,61,127,3430097,1/11/2024
52,Miguel,Sure Thing,Jive,10,60,66,3387416,1/11/2024
53,Morgan Wallen,Wasted On You,Big Loud / Republic,3,51,155,3373735,1/11/2024
54,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,52,52,98,3353409,1/11/2024
55,Tory Lanez,The Color Violet,One Umbrella Records,26,59,71,3341183,1/11/2024
56,Zach Bryan,Heading South,Warner Records,36,65,61,3318484,1/11/2024
57,Bad Bunny,MONACO,Rimas Entertainment LLC,2,39,13,3309362,1/11/2024
58,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,54,42,3279826,1/11/2024
59,The Weeknd,Die For You,Universal Republic Records,8,68,148,3274942,1/11/2024
60,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,71,104,3272566,1/11/2024
61,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,58,75,3257896,1/11/2024
62,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,72,70,3243593,1/11/2024
63,"Kanye West, Pusha T",Runaway,Roc-A-Fella,63,70,9,3240749,1/11/2024
64,"Zach Bryan, The War And Treaty",Hey Driver (feat. The War and Treaty),Warner Records,3,55,20,3227928,1/11/2024
65,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,9,45,33,3226884,1/11/2024
66,David Kushner,Daylight,Miserable Music Group,11,66,39,3226230,1/11/2024
67,PARTYNEXTDOOR,Break from Toronto,OVO Sound,67,74,45,3213664,1/11/2024
68,Vance Joy,Riptide,F-Stop Records/Atlantic,68,112,42,3206227,1/11/2024
69,Drake,You Broke My Heart,OVO/Republic,12,79,8,3158496,1/11/2024
70,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,77,160,3113490,1/11/2024
71,The Killers,Mr. Brightside,Island Records,50,50,176,3112689,1/11/2024
72,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,2,76,82,3100095,1/11/2024
73,Zach Bryan,Oklahoma Smokeshow,Warner Records,73,73,26,3079330,1/11/2024
74,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,7,63,29,3065840,1/11/2024
75,"Bad Bunny, Feid",PERRO NEGRO,Rimas Entertainment LLC,10,64,13,3053339,1/11/2024
76,Chris Stapleton,White Horse,Mercury Nashville,45,111,10,3051099,1/11/2024
77,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,16,62,22,3011016,1/11/2024
78,BigXthaPlug,Mmhmm,BigXthaPlug under exclusive license to UnitedMasters LLC,78,94,4,2996571,1/11/2024
79,Taylor Swift,Anti-Hero,Taylor Swift,1,67,64,2975175,1/11/2024
80,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),Mercury Records/Republic Records,13,85,26,2942842,1/11/2024
81,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,57,43,2939815,1/11/2024
82,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,90,156,2931925,1/11/2024
83,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,89,80,2930786,1/11/2024
84,Travis Scott,MY EYES,Cactus Jack/Epic,8,104,11,2930068,1/11/2024
85,Kali Uchis,Moonlight,Geffen Records,27,82,46,2925627,1/11/2024
86,"Lil Wayne, Drake, Future",Love Me,CM/Republic,86,91,32,2912924,1/11/2024
87,Lord Huron,The Night We Met,Play It Again Sam,48,93,90,2894334,1/11/2024
88,The Red Clay Strays,Wondering Why,Red Clay Strays,83,83,6,2873664,1/11/2024
89,Cigarettes After Sex,Apocalypse,Partisan Records,49,100,75,2856881,1/11/2024
90,Brent Faiyaz,Clouded,Lost Kids,39,108,65,2851653,1/11/2024
91,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,78,11,2851261,1/11/2024
92,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,2,88,58,2821112,1/11/2024
93,"Jessie Murph, Jelly Roll",Wild Ones (feat. Jelly Roll),Columbia,86,86,14,2816437,1/11/2024
94,TV Girl,Cigarettes out the Window,TV Girl,94,103,12,2809945,1/11/2024
95,Paul Russell,Lil Boo Thang,Arista Records,80,80,2,2802803,1/11/2024
96,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",49,81,75,2792709,1/11/2024
97,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,101,269,2767670,1/11/2024
98,Arctic Monkeys,505,Domino Recording Co,18,107,156,2755343,1/11/2024
99,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,7,69,7,2747046,1/11/2024
100,Taylor Swift,Lover,Taylor Swift,1,92,59,2728072,1/11/2024
101,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,97,97,16,2715264,1/11/2024
102,Bryson Tiller,Don't,TrapSoul/RCA Records,82,127,116,2708311,1/11/2024
103,PinkPantheress,Pain,Parlophone UK,48,139,33,2675416,1/11/2024
104,4batz,act ii: date @ 8,4Batz,104,-1,1,2661695,1/11/2024
105,Laufey,From The Start,Laufey,45,117,25,2630576,1/11/2024
106,Taylor Swift,cardigan,Taylor Swift,1,106,67,2623171,1/11/2024
107,Sabrina Carpenter,Nonsense,Island Records,15,95,52,2622849,1/11/2024
108,Taylor Swift,Karma,Taylor Swift,5,110,58,2599950,1/11/2024
