rank,artist,track,am_last_week,am_peak,am_woc,date
27,Flo Milli,Never Lose Me,26,14,3,1/15/2024
28,21 Savage,see the real,74,28,2,1/15/2024
29,21 Savage & Mariah the Scientist,dark days,86,29,2,1/15/2024
30,"21 Savage, Burna Boy & Metro Boomin",just like me,85,30,2,1/15/2024
31,Nicki Minaj,Everybody (feat. Lil Uzi Vert),9,1,7,1/15/2024
32,Lil Baby,Sum 2 Prove,18,4,124,1/15/2024
33,Taylor Swift,Cruel Summer,16,7,40,1/15/2024
34,Lil Baby,Low Down,21,6,71,1/15/2024
35,Drake,First Person Shooter (feat. J. Cole),11,2,16,1/15/2024
36,Xavi,La Víctima,30,30,5,1/15/2024
37,Future,WAIT FOR U (feat. Drake & Tems),20,1,91,1/15/2024
38,Drake,Virginia Beach,19,3,16,1/15/2024
39,Future,Low Life (feat. The Weeknd),25,25,24,1/15/2024
40,Luke Combs,Fast Car,24,5,44,1/15/2024
41,Drake,IDGAF (feat. Yeat),17,1,16,1/15/2024
42,Future,Mask Off,32,30,51,1/15/2024
43,Gunna,fukumean,23,1,32,1/15/2024
44,Teddy Swims,Lose Control,45,15,3,1/15/2024
45,Morgan Wallen,Chasin' You,35,20,99,1/15/2024
46,Drake,Slime You Out (feat. SZA),22,1,19,1/15/2024
47,Future,Stick Talk,34,32,20,1/15/2024
48,4batz,act ii: date @ 8,60,27,2,1/15/2024
49,SZA,Kill Bill,33,1,59,1/15/2024
50,Tate McRae,greedy,31,25,18,1/15/2024
51,Lil Baby,Woah,37,1,64,1/15/2024
52,Muni Long,Made For Me,-,3,1,1/15/2024
53,Rod Wave,Great Gatsby,29,1,19,1/15/2024
54,J. Cole,Power Trip (feat. Miguel),39,38,44,1/15/2024
55,Drake,Nonstop,40,37,21,1/15/2024
56,Peso Pluma & Anitta,BELLAKEO,42,34,6,1/15/2024
57,"Calle 24, Chino Pacas & Fuerza Regida",Que Onda,36,36,20,1/15/2024
58,SZA,Good Days,38,1,69,1/15/2024
59,Morgan Wallen,Wasted on You,51,3,111,1/15/2024
60,Future,March Madness,43,28,19,1/15/2024
61,Morgan Wallen,You Proof,49,6,88,1/15/2024
62,Fuerza Regida & Marshmello,HARLEY QUINN,41,14,12,1/15/2024
63,Doja Cat,Paint The Town Red,44,2,25,1/15/2024
64,YoungBoy Never Broke Again,Kacey Talk,46,8,52,1/15/2024
65,Olivia Rodrigo,vampire,47,2,30,1/15/2024
66,Future,Life Is Good (feat. Drake),50,2,76,1/15/2024
67,Travis Scott,HIGHEST IN THE ROOM,54,1,25,1/15/2024
68,Drake,Passionfruit,59,48,9,1/15/2024
69,Drake,God's Plan,56,49,8,1/15/2024
70,Drake,Wants and Needs (feat. Lil Baby),55,1,109,1/15/2024
71,Tyla,Water,53,23,16,1/15/2024
72,Kodak Black,No Flockin,80,47,19,1/15/2024
73,Jhené Aiko,Sativa (feat. Swae Lee),72,56,4,1/15/2024
74,YoungBoy Never Broke Again,Valuable Pain,57,57,4,1/15/2024
75,Chris Stapleton,Tennessee Whiskey,64,51,22,1/15/2024
76,Drake,Knife Talk (feat. 21 Savage & Project Pat),66,2,80,1/15/2024
77,Zach Bryan,Something in the Orange,63,10,84,1/15/2024
78,Chris Brown,No Guidance (feat. Drake),75,5,76,1/15/2024
79,21 Savage,american dream,71,71,2,1/15/2024
80,Future,PUFFIN ON ZOOTIEZ,76,2,66,1/15/2024
81,Summer Walker,Karma,-,31,48,1/15/2024
82,"Peso Pluma, Gabito Ballesteros & Junior H",LADY GAGA,88,14,30,1/15/2024
83,Chris Brown,Under the Influence,79,1,63,1/15/2024
84,Drake,Nice For What,84,67,3,1/15/2024
85,Sophie Ellis-Bextor,Murder On the Dancefloor,-,85,1,1/15/2024
86,Benson Boone,Beautiful Things,-,2,1,1/15/2024
87,Luke Combs,Beautiful Crazy,83,50,18,1/15/2024
88,Bad Bunny,MONACO,69,5,15,1/15/2024
89,That Mexican OT,02.02.99,99,89,2,1/15/2024
90,Travis Scott,I KNOW ?,73,3,24,1/15/2024
91,Travis Scott,MY EYES,87,7,10,1/15/2024
92,Lil Durk,All My Life (feat. J. Cole),78,1,35,1/15/2024
93,Megan Moroney,No Caller ID,-,62,1,1/15/2024
94,Taylor Swift,Lover,97,57,7,1/15/2024
95,BigXthaPlug,Mmhmm,81,47,3,1/15/2024
96,J. Cole,No Role Modelz,91,35,66,1/15/2024
97,Travis Scott,MELTDOWN,96,1,23,1/15/2024
98,Fuerza Regida,EXCESOS,-,98,1,1/15/2024
99,David Kushner,Skin and Bones,-,99,1,1/15/2024
100,Morgan Wallen,Man Made A Bar (feat. Eric Church),-,5,21,1/15/2024
1,21 Savage,redrum,1,1,3,1/22/2024
2,Jack Harlow,Lovin On Me,4,1,12,1/22/2024
3,Muni Long,Made For Me,52,3,2,1/22/2024
4,"21 Savage, Travis Scott & Metro Boomin",née-nah,2,2,3,1/22/2024
5,SZA,Snooze,12,3,60,1/22/2024
6,Kali Uchis,Igual Que Un Ángel,9,6,3,1/22/2024
7,21 Savage & Brent Faiyaz,should've wore a bonnet,7,7,3,1/22/2024
8,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),13,2,17,1/22/2024
9,21 Savage & Summer Walker,prove it,5,5,3,1/22/2024
10,Nicki Minaj,FTCU,14,2,8,1/22/2024
11,Lil Baby,Freestyle,19,6,80,1/22/2024
12,Xavi,La Diabla,17,8,6,1/22/2024
13,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),16,1,23,1/22/2024
14,21 Savage,all of me,3,3,3,1/22/2024
15,Morgan Wallen,Last Night,18,1,52,1/22/2024
16,Benson Boone,Beautiful Things,86,2,2,1/22/2024
17,21 Savage,sneaky,8,8,3,1/22/2024
18,Flo Milli,Never Lose Me,27,14,4,1/22/2024
19,21 Savage & Doja Cat,n.h.i.e.,6,6,3,1/22/2024
20,Drake,Best I Ever Had,22,13,43,1/22/2024
21,Doja Cat,Agora Hills,20,13,18,1/22/2024
22,Morgan Wallen,Thinkin’ Bout Me,26,2,48,1/22/2024
23,Noah Kahan,Stick Season,25,11,13,1/22/2024
24,Lil Baby,Sum 2 Prove,32,4,125,1/22/2024
25,Drake,You Broke My Heart,24,1,11,1/22/2024
26,Lil Baby,Low Down,34,6,72,1/22/2024
27,4batz,act ii: date @ 8,48,27,3,1/22/2024
28,Future,WAIT FOR U (feat. Drake & Tems),37,1,92,1/22/2024
29,Teddy Swims,Lose Control,44,15,4,1/22/2024
30,Megan Thee Stallion,HISS,-,1,1,1/22/2024
31,Taylor Swift,Cruel Summer,33,7,41,1/22/2024
32,"21 Savage, Lil Durk & Metro Boomin",dangerous,11,11,3,1/22/2024
33,Drake,First Person Shooter (feat. J. Cole),35,2,17,1/22/2024
34,Drake,Virginia Beach,38,3,17,1/22/2024
35,Xavi,La Víctima,36,30,6,1/22/2024
36,Future,Low Life (feat. The Weeknd),39,25,25,1/22/2024
37,Future,Mask Off,42,30,52,1/22/2024
38,Ariana Grande,"yes, and?",15,15,3,1/22/2024
39,"21 Savage, Young Thug & Metro Boomin",pop ur shit,10,10,3,1/22/2024
40,Lil Baby,Woah,51,1,65,1/22/2024
41,Drake,IDGAF (feat. Yeat),41,1,17,1/22/2024
42,Luke Combs,Fast Car,40,5,45,1/22/2024
43,Future,Stick Talk,47,32,21,1/22/2024
44,Morgan Wallen,Chasin' You,45,20,100,1/22/2024
45,J. Cole,Power Trip (feat. Miguel),54,38,45,1/22/2024
46,Nicki Minaj,Everybody (feat. Lil Uzi Vert),31,1,8,1/22/2024
47,Gunna,fukumean,43,1,33,1/22/2024
48,SZA,Kill Bill,49,1,60,1/22/2024
49,Drake,Slime You Out (feat. SZA),46,1,20,1/22/2024
50,SZA,Good Days,58,1,70,1/22/2024
51,Drake,Nonstop,55,37,22,1/22/2024
52,Tate McRae,greedy,50,25,19,1/22/2024
53,Future,March Madness,60,28,20,1/22/2024
54,YoungBoy Never Broke Again,Kacey Talk,64,8,53,1/22/2024
55,Morgan Wallen,Wasted on You,59,3,112,1/22/2024
56,Travis Scott,HIGHEST IN THE ROOM,67,1,26,1/22/2024
57,Drake,Passionfruit,68,48,10,1/22/2024
58,Kodak Black,No Flockin,72,47,20,1/22/2024
59,Morgan Wallen,You Proof,61,6,89,1/22/2024
60,Drake,Wants and Needs (feat. Lil Baby),70,1,110,1/22/2024
61,Future,Life Is Good (feat. Drake),66,2,77,1/22/2024
62,Megan Moroney,No Caller ID,93,62,2,1/22/2024
63,Jhené Aiko,Sativa (feat. Swae Lee),73,56,5,1/22/2024
64,Rod Wave,Great Gatsby,53,1,20,1/22/2024
65,"Calle 24, Chino Pacas & Fuerza Regida",Que Onda,57,36,21,1/22/2024
66,Doja Cat,Paint The Town Red,63,2,26,1/22/2024
67,Drake,God's Plan,69,49,9,1/22/2024
68,Fuerza Regida & Marshmello,HARLEY QUINN,62,14,13,1/22/2024
69,Drake,Knife Talk (feat. 21 Savage & Project Pat),76,2,81,1/22/2024
70,Chris Stapleton,Tennessee Whiskey,75,51,23,1/22/2024
71,YoungBoy Never Broke Again,Valuable Pain,74,57,5,1/22/2024
72,Olivia Rodrigo,vampire,65,2,31,1/22/2024
73,Peso Pluma & Anitta,BELLAKEO,56,34,7,1/22/2024
74,Summer Walker,Karma,81,31,49,1/22/2024
75,Chris Brown,No Guidance (feat. Drake),78,5,77,1/22/2024
76,Drake,Nice For What,84,67,4,1/22/2024
77,Chris Brown,Under the Influence,83,1,64,1/22/2024
78,Zach Bryan,Something in the Orange,77,10,85,1/22/2024
79,21 Savage & Mariah the Scientist,dark days,29,29,3,1/22/2024
80,Future,PUFFIN ON ZOOTIEZ,80,2,67,1/22/2024
81,Morgan Wallen,Spin You Around,-,4,1,1/22/2024
82,Travis Scott,I KNOW ?,90,3,25,1/22/2024
83,21 Savage,red sky,21,21,3,1/22/2024
84,Travis Scott,MY EYES,91,7,11,1/22/2024
85,Ice Spice,Think U The Shit (Fart),-,74,1,1/22/2024
86,"21 Savage, Burna Boy & Metro Boomin",just like me,30,30,3,1/22/2024
87,Drake,Marvins Room,-,81,1,1/22/2024
88,J. Cole,No Role Modelz,96,35,67,1/22/2024
89,Rob49 & Lil Wayne,Wassam Baby,-,89,1,1/22/2024
90,Morgan Wallen,Spin You Around (1/24),-,9,1,1/22/2024
91,Justin Timberlake,Selfish,-,83,1,1/22/2024
92,Tyla,Water,71,23,17,1/22/2024
93,21 Savage,letter to my brudda,23,23,3,1/22/2024
94,21 Savage,see the real,28,28,3,1/22/2024
95,Luke Combs,Beautiful Crazy,87,50,19,1/22/2024
96,Bryson Tiller,Don't,-,66,3,1/22/2024
97,YG Marley,Praise Jah In the Moonlight,-,8,1,1/22/2024
98,Sophie Ellis-Bextor,Murder On the Dancefloor,85,85,2,1/22/2024
99,Travis Scott,FE!N,-,2,12,1/22/2024
100,"Peso Pluma, Gabito Ballesteros & Junior H",LADY GAGA,82,14,31,1/22/2024
1,Megan Thee Stallion,HISS,30,1,2,1/29/2024
2,21 Savage,redrum,1,1,4,1/29/2024
3,Muni Long,Made For Me,3,3,3,1/29/2024
4,Morgan Wallen,Spin You Around,81,4,2,1/29/2024
5,Benson Boone,Beautiful Things,16,2,3,1/29/2024
6,Jack Harlow,Lovin On Me,2,1,13,1/29/2024
7,SZA,Snooze,5,3,61,1/29/2024
8,Lil Baby,Freestyle,11,6,81,1/29/2024
9,Xavi,La Diabla,12,8,7,1/29/2024
10,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),8,2,18,1/29/2024
11,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),13,1,24,1/29/2024
12,Morgan Wallen,Last Night,15,1,53,1/29/2024
13,Nicki Minaj,Big Foot,-,13,1,1/29/2024
14,Flo Milli,Never Lose Me,18,14,5,1/29/2024
15,21 Savage & Brent Faiyaz,should've wore a bonnet,7,7,4,1/29/2024
16,21 Savage & Summer Walker,prove it,9,5,4,1/29/2024
17,Noah Kahan,Stick Season,23,11,14,1/29/2024
18,Kali Uchis,Igual Que Un Ángel,6,6,4,1/29/2024
19,"21 Savage, Travis Scott & Metro Boomin",née-nah,4,2,4,1/29/2024
20,Morgan Wallen,Thinkin’ Bout Me,22,2,49,1/29/2024
21,Drake,Best I Ever Had,20,13,44,1/29/2024
22,Nicki Minaj,FTCU,10,2,9,1/29/2024
23,Doja Cat,Agora Hills,21,13,19,1/29/2024
24,Lil Baby,Sum 2 Prove,24,4,126,1/29/2024
25,Lil Baby,Low Down,26,6,73,1/29/2024
26,21 Savage,sneaky,17,8,4,1/29/2024
27,Drake,You Broke My Heart,25,1,12,1/29/2024
28,Teddy Swims,Lose Control,29,15,5,1/29/2024
29,Taylor Swift,Cruel Summer,31,7,42,1/29/2024
30,YG Marley,Praise Jah In the Moonlight,97,8,2,1/29/2024
31,Bossman Dlow,Get In With Me,-,4,1,1/29/2024
32,21 Savage,all of me,14,3,4,1/29/2024
33,Future,WAIT FOR U (feat. Drake & Tems),28,1,93,1/29/2024
34,4batz,act ii: date @ 8,27,27,4,1/29/2024
35,Lil Baby,Woah,40,1,66,1/29/2024
36,Drake,First Person Shooter (feat. J. Cole),33,2,18,1/29/2024
37,Future,Low Life (feat. The Weeknd),36,25,26,1/29/2024
38,21 Savage & Doja Cat,n.h.i.e.,19,6,4,1/29/2024
39,Future,Mask Off,37,30,53,1/29/2024
40,Luke Combs,Fast Car,42,5,46,1/29/2024
41,Future,Stick Talk,43,32,22,1/29/2024
42,Xavi,La Víctima,35,30,7,1/29/2024
43,Drake,Virginia Beach,34,3,18,1/29/2024
44,Morgan Wallen,Chasin' You,44,20,101,1/29/2024
45,Drake,Nonstop,51,37,23,1/29/2024
46,J. Cole,Power Trip (feat. Miguel),45,38,46,1/29/2024
47,Gunna,fukumean,47,1,34,1/29/2024
48,Tate McRae,greedy,52,25,20,1/29/2024
49,Future,March Madness,53,28,21,1/29/2024
50,Drake,IDGAF (feat. Yeat),41,1,18,1/29/2024
51,SZA,Kill Bill,48,1,61,1/29/2024
52,SZA,Good Days,50,1,71,1/29/2024
53,Morgan Wallen,Wasted on You,55,3,113,1/29/2024
54,Drake,Passionfruit,57,48,11,1/29/2024
55,Morgan Wallen,You Proof,59,6,90,1/29/2024
56,Future,Life Is Good (feat. Drake),61,2,78,1/29/2024
57,Kodak Black,No Flockin,58,47,21,1/29/2024
58,Drake,God's Plan,67,49,10,1/29/2024
59,Drake,Wants and Needs (feat. Lil Baby),60,1,111,1/29/2024
60,Jhené Aiko,Sativa (feat. Swae Lee),63,56,6,1/29/2024
61,Drake,Slime You Out (feat. SZA),49,1,21,1/29/2024
62,Chris Stapleton,Tennessee Whiskey,70,51,24,1/29/2024
63,YoungBoy Never Broke Again,Kacey Talk,54,8,54,1/29/2024
64,Drake,Knife Talk (feat. 21 Savage & Project Pat),69,2,82,1/29/2024
65,"Calle 24, Chino Pacas & Fuerza Regida",Que Onda,65,36,22,1/29/2024
66,Travis Scott,I KNOW ?,82,3,26,1/29/2024
67,Drake,Nice For What,76,67,5,1/29/2024
68,Chris Brown,No Guidance (feat. Drake),75,5,78,1/29/2024
69,Rod Wave,Great Gatsby,64,1,21,1/29/2024
70,Travis Scott,HIGHEST IN THE ROOM,56,1,27,1/29/2024
71,Zach Bryan,Something in the Orange,78,10,86,1/29/2024
72,Luke Combs,Beautiful Crazy,95,50,20,1/29/2024
73,Ariana Grande,"yes, and?",38,15,4,1/29/2024
74,Ice Spice,Think U The Shit (Fart),85,74,2,1/29/2024
75,Summer Walker,Karma,74,31,50,1/29/2024
76,YoungBoy Never Broke Again,Valuable Pain,71,57,6,1/29/2024
77,Future,PUFFIN ON ZOOTIEZ,80,2,68,1/29/2024
78,Don Toliver,Bandit,-,22,1,1/29/2024
79,"21 Savage, Lil Durk & Metro Boomin",dangerous,32,11,4,1/29/2024
80,Morgan Wallen,Thought You Should Know,-,16,48,1/29/2024
81,Doja Cat,Paint The Town Red,66,2,27,1/29/2024
82,Chris Brown,Under the Influence,77,1,65,1/29/2024
83,Justin Timberlake,Selfish,91,83,2,1/29/2024
84,Fuerza Regida & Marshmello,HARLEY QUINN,68,14,14,1/29/2024
85,Drake,Marvins Room,87,81,2,1/29/2024
86,J. Cole,No Role Modelz,88,35,68,1/29/2024
87,Morgan Wallen,Spin You Around (1/24),90,9,2,1/29/2024
88,Nicki Minaj,Everybody (feat. Lil Uzi Vert),46,1,9,1/29/2024
89,Olivia Rodrigo,vampire,72,2,32,1/29/2024
90,"Peso Pluma, Gabito Ballesteros & Junior H",LADY GAGA,100,14,32,1/29/2024
91,21 Savage,Bank Account,-,49,1,1/29/2024
92,Tyla,Water,92,23,18,1/29/2024
93,Travis Scott,MY EYES,84,7,12,1/29/2024
94,JT,Sideways,-,87,1,1/29/2024
95,Nicki Minaj,Big Foot (A Cappella),-,95,1,1/29/2024
96,Lil Wayne,Love Me (feat. Drake & Future),-,92,2,1/29/2024
97,Aimee Carty,2 Days Into College,-,97,1,1/29/2024
98,Taylor Swift,Lover,-,57,8,1/29/2024
99,Bryson Tiller,Don't,96,66,4,1/29/2024
100,Fuerza Regida,EXCESOS,-,98,2,1/29/2024
1,21 Savage,redrum,2,1,5,2/5/2024
2,Benson Boone,Beautiful Things,5,2,4,2/5/2024
3,SZA,Snooze,7,3,62,2/5/2024
4,Bossman Dlow,Get In With Me,31,4,2,2/5/2024
5,Muni Long,Made For Me,3,3,4,2/5/2024
6,Jack Harlow,Lovin On Me,6,1,14,2/5/2024
7,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),11,1,25,2/5/2024
8,Lil Baby,Freestyle,8,6,82,2/5/2024
9,Morgan Wallen,Spin You Around (1/24),87,9,3,2/5/2024
10,Megan Thee Stallion,HISS,1,1,3,2/5/2024
11,Morgan Wallen,Last Night,12,1,54,2/5/2024
12,Noah Kahan,Stick Season,17,11,15,2/5/2024
13,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),10,2,19,2/5/2024
14,Xavi,La Diabla,9,8,8,2/5/2024
15,Luke Combs,Fast Car,40,5,47,2/5/2024
16,YG Marley,Praise Jah In the Moonlight,30,8,3,2/5/2024
17,Drake,Best I Ever Had,21,13,45,2/5/2024
18,Flo Milli,Never Lose Me,14,14,6,2/5/2024
19,21 Savage & Summer Walker,prove it,16,5,5,2/5/2024
20,Morgan Wallen,Thinkin’ Bout Me,20,2,50,2/5/2024
21,21 Savage & Brent Faiyaz,should've wore a bonnet,15,7,5,2/5/2024
22,Don Toliver,Bandit,78,22,2,2/5/2024
23,Doja Cat,Agora Hills,23,13,20,2/5/2024
24,Toby Keith,Should've Been a Cowboy,-,24,1,2/5/2024
25,Lil Baby,Sum 2 Prove,24,4,127,2/5/2024
26,"21 Savage, Travis Scott & Metro Boomin",née-nah,19,2,5,2/5/2024
27,Taylor Swift,Cruel Summer,29,7,43,2/5/2024
28,Lil Baby,Low Down,25,6,74,2/5/2024
29,Teddy Swims,Lose Control,28,15,6,2/5/2024
30,Drake,You Broke My Heart,27,1,13,2/5/2024
31,Future,WAIT FOR U (feat. Drake & Tems),33,1,94,2/5/2024
32,SZA,Kill Bill,51,1,62,2/5/2024
33,Toby Keith,"Courtesy of the Red, White and Blue (The Angry American)",-,33,5,2/5/2024
34,21 Savage,sneaky,26,8,5,2/5/2024
35,Kali Uchis,Igual Que Un Ángel,18,6,5,2/5/2024
36,Drake,First Person Shooter (feat. J. Cole),36,2,19,2/5/2024
37,SZA,Good Days,52,1,72,2/5/2024
38,Lil Baby,Woah,35,1,67,2/5/2024
39,Drake,Nonstop,45,37,24,2/5/2024
40,Future,Mask Off,39,30,54,2/5/2024
41,Future,Low Life (feat. The Weeknd),37,25,27,2/5/2024
42,Nicki Minaj,FTCU,22,2,10,2/5/2024
43,Future,Stick Talk,41,32,23,2/5/2024
44,J. Cole,Power Trip (feat. Miguel),46,38,47,2/5/2024
45,4batz,act ii: date @ 8,34,27,5,2/5/2024
46,Morgan Wallen,Chasin' You,44,20,102,2/5/2024
47,Drake,Virginia Beach,43,3,19,2/5/2024
48,Tate McRae,greedy,48,25,21,2/5/2024
49,Gunna,fukumean,47,1,35,2/5/2024
50,Drake,Passionfruit,54,48,12,2/5/2024
51,Future,March Madness,49,28,22,2/5/2024
52,Olivia Rodrigo,vampire,89,2,33,2/5/2024
53,Drake,God's Plan,58,49,11,2/5/2024
54,Xavi,La Víctima,42,30,8,2/5/2024
55,Drake,IDGAF (feat. Yeat),50,1,19,2/5/2024
56,Drake,Knife Talk (feat. 21 Savage & Project Pat),64,2,83,2/5/2024
57,Future,Life Is Good (feat. Drake),56,2,79,2/5/2024
58,Morgan Wallen,You Proof,55,6,91,2/5/2024
59,Drake,Wants and Needs (feat. Lil Baby),59,1,112,2/5/2024
60,Jhené Aiko,Sativa (feat. Swae Lee),60,56,7,2/5/2024
61,Travis Scott,FE!N,-,2,13,2/5/2024
62,Miley Cyrus,Flowers,-,1,32,2/5/2024
63,Morgan Wallen,Wasted on You,53,3,114,2/5/2024
64,Kodak Black,No Flockin,57,47,22,2/5/2024
65,YoungBoy Never Broke Again,Kacey Talk,63,8,55,2/5/2024
66,Toby Keith,I Love This Bar,-,66,1,2/5/2024
67,Toby Keith,As Good As I Once Was,-,67,1,2/5/2024
68,Chris Stapleton,Tennessee Whiskey,62,51,25,2/5/2024
69,Drake,Slime You Out (feat. SZA),61,1,22,2/5/2024
70,Drake,Nice For What,67,67,6,2/5/2024
71,Toby Keith,How Do You Like Me Now?!,-,71,1,2/5/2024
72,Travis Scott,MY EYES,93,7,13,2/5/2024
73,Travis Scott,I KNOW ?,66,3,27,2/5/2024
74,YoungBoy Never Broke Again,F**k N****z,-,73,1,2/5/2024
75,Noah Kahan,Forever,-,55,1,2/5/2024
76,Luke Combs,Beautiful Crazy,72,50,21,2/5/2024
77,Taylor Swift,Anti-Hero,-,1,44,2/5/2024
78,Chris Brown,No Guidance (feat. Drake),68,5,79,2/5/2024
79,"Usher, 21 Savage & Summer Walker",Good Good,-,54,5,2/5/2024
80,Zach Bryan,Something in the Orange,71,10,87,2/5/2024
81,Drake,Marvins Room,85,81,3,2/5/2024
82,Toby Keith,Red Solo Cup,-,82,1,2/5/2024
83,21 Savage & Doja Cat,n.h.i.e.,38,6,5,2/5/2024
84,21 Savage,all of me,32,3,5,2/5/2024
85,Usher,Yeah! (feat. Lil Jon & Ludacris),-,12,2,2/5/2024
86,Tyla,Water,92,23,19,2/5/2024
87,JT,Sideways,94,87,2,2/5/2024
88,Toby Keith,Beer for My Horses (feat. Willie Nelson),-,88,1,2/5/2024
89,Chris Brown,Under the Influence,82,1,66,2/5/2024
90,Taylor Swift,Lover,98,57,9,2/5/2024
91,SZA,Nobody Gets Me,-,3,25,2/5/2024
92,Latto,Sunday Service,-,84,1,2/5/2024
93,"¥$, Kanye West & Ty Dolla $ign",Talking / Once Again (feat. North West),-,78,1,2/5/2024
94,Ice Spice,Think U The Shit (Fart),74,74,3,2/5/2024
95,Travis Scott,HIGHEST IN THE ROOM,70,1,28,2/5/2024
96,"Calle 24, Chino Pacas & Fuerza Regida",Que Onda,65,36,23,2/5/2024
97,Tracy Chapman,Fast Car,-,97,1,2/5/2024
98,J. Cole,No Role Modelz,86,35,69,2/5/2024
99,Nicki Minaj,Big Foot,13,13,2,2/5/2024
100,Rod Wave,Great Gatsby,69,1,22,2/5/2024
1,Kanye West & Ty Dolla $ign,Carnival,-,1,1,2/12/2024
2,Beyoncé,TEXAS HOLD 'EM,-,1,1,2/12/2024
3,21 Savage,redrum,1,1,6,2/12/2024
4,Bossman Dlow,Get In With Me,4,4,3,2/12/2024
5,SZA,Snooze,3,3,63,2/12/2024
6,Benson Boone,Beautiful Things,2,2,5,2/12/2024
7,Beyoncé,16 CARRIAGES,-,7,1,2/12/2024
8,Muni Long,Made For Me,5,3,5,2/12/2024
9,Jack Harlow,Lovin On Me,6,1,15,2/12/2024
10,Kanye West & Ty Dolla $ign,Back to Me,-,10,1,2/12/2024
11,Noah Kahan,Stick Season,12,11,16,2/12/2024
12,Usher,Yeah! (feat. Lil Jon & Ludacris),85,12,3,2/12/2024
13,Kanye West & Ty Dolla $ign,Fuk Sumn,-,13,1,2/12/2024
14,Lil Baby,Freestyle,8,6,83,2/12/2024
15,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),7,1,26,2/12/2024
16,YG Marley,Praise Jah In the Moonlight,16,8,4,2/12/2024
17,Morgan Wallen,Last Night,11,1,55,2/12/2024
18,Xavi,La Diabla,14,8,9,2/12/2024
19,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),13,2,20,2/12/2024
20,Morgan Wallen,Spin You Around (1/24),9,9,4,2/12/2024
21,Kanye West & Ty Dolla $ign,Stars,-,21,1,2/12/2024
22,Drake,Best I Ever Had,17,13,46,2/12/2024
23,Morgan Wallen,Thinkin’ Bout Me,20,2,51,2/12/2024
24,Luke Combs,Fast Car,15,5,48,2/12/2024
25,Kanye West & Ty Dolla $ign,Burn,-,25,1,2/12/2024
26,Flo Milli,Never Lose Me,18,14,7,2/12/2024
27,Lil Baby,Sum 2 Prove,25,4,128,2/12/2024
28,21 Savage & Summer Walker,prove it,19,5,6,2/12/2024
29,Taylor Swift,Cruel Summer,27,7,44,2/12/2024
30,Doja Cat,Agora Hills,23,13,21,2/12/2024
31,Usher,Love In This Club (feat. Young Jeezy),-,31,1,2/12/2024
32,Kanye West & Ty Dolla $ign,Keys to My Life,-,32,1,2/12/2024
33,Lil Baby,Low Down,28,6,75,2/12/2024
34,Teddy Swims,Lose Control,29,15,7,2/12/2024
35,Kanye West & Ty Dolla $ign,Paid,-,35,1,2/12/2024
36,21 Savage & Brent Faiyaz,should've wore a bonnet,21,7,6,2/12/2024
37,Kanye West & Ty Dolla $ign,Do It,-,37,1,2/12/2024
38,Kanye West & Ty Dolla $ign,Talking,-,38,1,2/12/2024
39,Kanye West & Ty Dolla $ign,Vultures,-,39,1,2/12/2024
40,Bryson Tiller,Whatever She Wants,-,2,1,2/12/2024
41,Future,WAIT FOR U (feat. Drake & Tems),31,1,95,2/12/2024
42,Megan Thee Stallion,HISS,10,1,4,2/12/2024
43,Future,Mask Off,40,30,55,2/12/2024
44,Lil Baby,Woah,38,1,68,2/12/2024
45,Usher & Alicia Keys,My Boo,-,45,1,2/12/2024
46,SZA,Good Days,37,1,73,2/12/2024
47,Kanye West & Ty Dolla $ign,Beg Forgiveness,-,47,1,2/12/2024
48,Future,Low Life (feat. The Weeknd),41,25,28,2/12/2024
49,Kanye West & Ty Dolla $ign,Hoodrat,-,49,1,2/12/2024
50,Kanye West & Ty Dolla $ign,Paperwork,-,50,1,2/12/2024
51,SZA,Kill Bill,32,1,63,2/12/2024
52,Drake,Nonstop,39,37,25,2/12/2024
53,Usher,U Got It Bad,-,53,1,2/12/2024
54,"Usher, 21 Savage & Summer Walker",Good Good,79,54,6,2/12/2024
55,Noah Kahan,Forever,75,55,2,2/12/2024
56,Drake,You Broke My Heart,30,1,14,2/12/2024
57,Kanye West & Ty Dolla $ign,Problematic,-,57,1,2/12/2024
58,Fuerza Regida,TÚ NAME,-,20,1,2/12/2024
59,GloRilla,Yeah Glo!,-,5,1,2/12/2024
60,Xavi,La Víctima,54,30,9,2/12/2024
61,Kanye West & Ty Dolla $ign,Good (Don't Die),-,61,1,2/12/2024
62,J. Cole,Power Trip (feat. Miguel),44,38,48,2/12/2024
63,"21 Savage, Travis Scott & Metro Boomin",née-nah,26,2,6,2/12/2024
64,Future,Stick Talk,43,32,24,2/12/2024
65,Kanye West & Ty Dolla $ign,King,-,65,1,2/12/2024
66,Chris Brown,No Guidance (feat. Drake),78,5,80,2/12/2024
67,Morgan Wallen,Chasin' You,46,20,103,2/12/2024
